Wednesday | 10:49:53 PM    | 0.0             | 1430                 | 1480784              |
Wednesday | 11:22:22 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:27 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:32 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:37 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:42 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:47 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:53 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:22:58 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:23:01 PM    | us,             | 1430                 | 1480744              |
Wednesday | 11:23:07 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:23:12 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:23:17 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:23:22 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:23:27 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:23:33 PM    | 0.0             | 1430                 | 1480744              |
Wednesday | 11:23:38 PM    | us,             | 1430                 | 1480744              |
Wednesday | 11:23:43 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:23:48 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:23:53 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:23:59 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:24:01 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:24:06 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:24:11 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:24:17 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:24:22 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:24:27 PM    | 0.0             | 1430                 | 1480740              |
Wednesday | 11:24:32 PM    | us,             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:24:37 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:24:42 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:24:48 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:24:53 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:24:58 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:01 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:06 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:11 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:16 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:21 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:27 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:32 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:37 PM    | us,             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:42 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:47 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:52 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:25:58 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:01 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:06 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:12 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:17 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:22 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:27 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:32 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:38 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:43 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:48 PM    | us,             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:53 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:26:59 PM    | 0.0             | 1430                 | 1480740              |
Wednesday, 6 November 2024 | 11:27:01 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:06 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:11 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:16 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:22 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:27 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:32 PM    | us,             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:38 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:44 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:49 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:54 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:27:59 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:01 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:06 PM    | us,             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:11 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:16 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:21 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:27 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:32 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:37 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:42 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:47 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:53 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:28:58 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:01 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:06 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:12 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:17 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:22 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:27 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:32 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:38 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:44 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:49 PM    | us,             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:54 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:29:59 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:30:01 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:30:06 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:30:11 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:30:16 PM    | 0.0             | 1430                 | 1480736              |
Wednesday, 6 November 2024 | 11:30:22 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:30:27 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:30:32 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:30:37 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:30:42 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:30:48 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:30:53 PM    | us,             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:30:58 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:01 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:07 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:12 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:17 PM    | us,             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:22 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:27 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:32 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:38 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:43 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:48 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:53 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:31:59 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:01 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:06 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:12 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:17 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:22 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:27 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:32 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:38 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:43 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:48 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:53 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:32:58 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:01 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:06 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:11 PM    | us,             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:16 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:21 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:27 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:32 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:37 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:42 PM    | 0.0             | 1430                 | 1480732              |
Wednesday, 6 November 2024 | 11:33:47 PM    | 0.0             | 1430                 | 1480728              |
Wednesday, 6 November 2024 | 11:33:53 PM    | 0.0             | 1430                 | 1480728              |
Wednesday, 6 November 2024 | 11:33:58 PM    | 0.0             | 1430                 | 1480728              |
Wednesday, 6 November 2024 | 11:34:01 PM    | 0.0             | 1430                 | 1480728              |
Wednesday, 6 November 2024 | 11:34:06 PM    | 0.0             | 1430                 | 1472528              |
Wednesday, 6 November 2024 | 11:34:11 PM    | 0.0             | 1430                 | 1472528              |
Wednesday, 6 November 2024 | 11:34:16 PM    | 0.0             | 1430                 | 1472528              |
Wednesday, 6 November 2024 | 11:34:21 PM    | 0.0             | 1430                 | 1472516              |
Wednesday, 6 November 2024 | 11:34:26 PM    | 0.0             | 1430                 | 1472516              |
Wednesday, 6 November 2024 | 11:34:32 PM    | 0.0             | 1430                 | 1472524              |
Wednesday, 6 November 2024 | 11:34:37 PM    | 0.0             | 1430                 | 1472524              |
Wednesday, 6 November 2024 | 11:34:42 PM    | 0.0             | 1430                 | 1472524              |
Wednesday, 6 November 2024 | 11:34:47 PM    | us,             | 1430                 | 1472524              |
Wednesday, 6 November 2024 | 11:34:52 PM    | 0.0             | 1430                 | 1472536              |
Wednesday, 6 November 2024 | 11:34:57 PM    | 0.0             | 1430                 | 1472552              |
